,iterationName,gameID,trialNum,trialStartTime,submitTime,clickedTime,confirmTime,totalTrialDuration,PT,RT,cardinality,clicked,correct,score,symbols,symbolsProcess,targetLoc,d1,d2,messageLength,tokenRatio
1360,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,5,1639767890233.0,1639767898987.0,1639767907492.0,1639767908680.0,18.447,8.754,9.693,2,3,False,6,[2],1639767897476:2,1,3,1,1,0.5
1362,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,9,1639767875840.0,1639767908237.0,1639767927825.0,1639767928675.0,52.835,32.397,20.438,13,13,True,21,"[4, 4, 4, 1]","1639767897967:4,1639767898443:4,1639767904783:4,1639767905784:1",3,12,11,4,0.3076923076923077
1364,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,9,1639767887794.0,1639767913300.0,1639767923272.0,1639767924473.0,36.679,25.506,11.173,8,8,True,21,"[1, 1, 1, 1, 1, 1, 1, 1]","1639767908083:1,1639767908444:1,1639767908926:1,1639767909568:1,1639767910161:1,1639767910795:1,1639767911373:1,1639767911935:1",3,7,9,8,1.0
1365,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,6,1639767900403.0,1639767916089.0,1639767927492.0,1639767928884.0,28.481,15.686,12.795,8,7,False,6,[3],1639767915240:3,2,9,7,1,0.125
1366,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,20,1639767906315.0,1639767916584.0,1639767921336.0,1639767922511.0,16.196,10.269,5.927,5,5,True,36,"[4, 1]","1639767914290:4,1639767914942:1",2,4,6,2,0.4
1367,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,19,1639767886156.0,1639767918130.0,1639767933431.0,1639767934043.0,47.887,31.974,15.913,10,9,False,27,"[4, 4, 2]","1639767900606:4,1639767901676:4,1639767902685:2",2,9,8,3,0.3
1370,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,6,1639767910694.0,1639767928065.0,1639767936830.0,1639767937905.0,27.211,17.371,9.84,6,6,True,6,[4],1639767926704:4,1,7,8,1,0.16666666666666666
1374,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,21,1639767924513.0,1639767939452.0,1639767943535.0,1639767945455.0,20.942,14.939,6.003,16,16,True,39,"[4, 4, 4, 4]","1639767934383:4,1639767934816:4,1639767937397:4,1639767937799:4",3,15,14,4,0.25
1375,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,22,1639767929180.0,1639767940576.0,1639767943780.0,1639767945422.0,16.242,11.396,4.846,5,5,True,42,"[4, 1]","1639767935501:4,1639767935841:1",3,4,6,2,0.4
1377,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,10,1639767930676.0,1639767943152.0,1639767947398.0,1639767950097.0,19.421,12.476,6.945,8,8,True,24,"[4, 4]","1639767939995:4,1639767940166:4",3,9,7,2,0.25
1379,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,7,1639767939917.0,1639767947001.0,1639767959154.0,1639767961076.0,21.159,7.084,14.075,15,15,True,9,[3],1639767945673:3,3,16,14,1,0.06666666666666667
1380,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,20,1639767936045.0,1639767948746.0,1639767954534.0,1639767955079.0,19.034,12.701,6.333,12,14,False,27,"[4, 4, 4]","1639767942161:4,1639767942477:4,1639767942829:4",2,13,14,3,0.25
1381,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,23,1639767947423.0,1639767951620.0,1639767953232.0,1639767954193.0,6.77,4.197,2.573,1,1,True,45,[1],1639767951315:1,2,2,3,1,1.0
1384,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,10,1639767926476.0,1639767957861.0,1639767966092.0,1639767967380.0,40.904,31.385,9.519,9,9,True,24,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","1639767946714:1,1639767947300:1,1639767948092:1,1639767948614:1,1639767949168:1,1639767949730:1,1639767955734:1,1639767956223:1,1639767956737:1",3,7,8,9,1.0
1385,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,7,1639767930892.0,1639767958347.0,1639767976568.0,1639767978940.0,48.048,27.455,20.593,11,11,True,6,[3],"1639767950096:3,1639767951304:3,1639767954496:del",1,13,12,1,0.09090909090909091
1386,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,11,1639767952098.0,1639767960269.0,1639767965079.0,1639767965958.0,13.86,8.171,5.689,5,5,True,27,"[4, 1]","1639767955324:4,1639767956556:1",2,4,6,2,0.4
1387,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,22,1639767947458.0,1639767961237.0,1639767966503.0,1639767967383.0,19.925,13.779,6.146,7,7,True,42,"[4, 1, 2]","1639767955920:4,1639767956933:1,1639767957715:2",2,8,9,3,0.42857142857142855
1391,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,8,1639767963099.0,1639767970097.0,1639767996166.0,1639767997782.0,34.683,6.998,27.685,8,9,False,12,[3],1639767968775:3,1,9,7,1,0.125
1392,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,24,1639767956196.0,1639767971661.0,1639767989853.0,1639767990627.0,34.431,15.465,18.966,14,14,True,48,"[4, 3, 4, 3]","1639767964362:3,1639767966187:del,1639767966528:4,1639767966754:3,1639767967152:3,1639767967919:del,1639767968231:4,1639767968500:3",2,15,13,4,0.2857142857142857
1393,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,12,1639767967965.0,1639767976263.0,1639767982813.0,1639767983965.0,16.0,8.298,7.702,6,6,True,30,"[3, 3]","1639767971750:3,1639767972522:3",2,5,4,2,0.3333333333333333
1395,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,23,1639767969385.0,1639767979512.0,1639767993246.0,1639767994031.0,24.646,10.127,14.519,6,6,True,45,"[3, 3]","1639767974706:3,1639767975158:3",1,5,7,2,0.3333333333333333
1396,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,21,1639767957085.0,1639767979574.0,1639767983708.0,1639767984377.0,27.292,22.489,4.803,15,14,False,27,"[4, 4, 4, 3]","1639767973844:4,1639767974343:4,1639767975024:4,1639767977541:3",2,14,16,4,0.26666666666666666
1397,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,11,1639767969382.0,1639767981844.0,1639767988842.0,1639767990239.0,20.857,12.462,8.395,3,3,True,27,"[1, 1, 1]","1639767979021:1,1639767979993:1,1639767980346:1",3,5,4,3,1.0
1399,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,8,1639767980941.0,1639767990946.0,1639768000736.0,1639768002730.0,21.789,10.005,11.784,9,9,True,9,[4],1639767989816:4,3,7,8,1,0.1111111111111111
1400,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,22,1639767986379.0,1639767998953.0,1639768006489.0,1639768007106.0,20.727,12.574,8.153,8,8,True,27,"[4, 4]","1639767992781:4,1639767993123:4",3,7,9,2,0.25
1403,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,24,1639767996034.0,1639768005533.0,1639768011838.0,1639768012614.0,16.58,9.499,7.081,8,8,True,48,"[4, 4]","1639768001768:4,1639768001941:4",3,7,9,2,0.25
1404,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,9,1639767999784.0,1639768006698.0,1639768015906.0,1639768017700.0,17.916,6.914,11.002,3,3,True,12,[3],1639768004512:3,1,2,4,1,0.3333333333333333
1405,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,13,1639767985969.0,1639768009493.0,1639768018121.0,1639768018778.0,32.809,23.524,9.285,10,10,True,33,"[4, 4, 2]","1639768004289:4,1639768004980:4,1639768007071:2",1,9,11,3,0.3
1406,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,9,1639768004734.0,1639768012610.0,1639768026130.0,1639768028461.0,23.727,7.876,15.851,4,4,True,12,[4],1639768010447:4,3,3,2,1,0.25
1408,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,23,1639768009108.0,1639768016742.0,1639768022854.0,1639768023479.0,14.371,7.634,6.737,3,1,False,30,[3],1639768013412:3,1,1,2,1,0.3333333333333333
1409,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,12,1639767992241.0,1639768019667.0,1639768029042.0,1639768035233.0,42.992,27.426,15.566,11,11,True,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","1639768005138:1,1639768005355:1,1639768005997:1,1639768006326:1,1639768007104:1,1639768008460:1,1639768008942:1,1639768009544:1,1639768010138:1,1639768010707:1,1639768011615:2",1,9,10,11,1.0
1410,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,25,1639768014618.0,1639768020295.0,1639768022382.0,1639768023135.0,8.517,5.677,2.84,2,2,True,51,[2],1639768018332:2,3,1,3,1,0.5
1412,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,25,1639767992629.0,1639768027058.0,1639768037823.0,1639768038575.0,45.946,34.429,11.517,10,10,True,51,"[4, 2, 2, 2]","1639767997141:1,1639767999987:3,1639768005720:del,1639768007225:del,1639768008056:1,1639768010905:4,1639768017584:del,1639768017986:del,1639768019872:4,1639768026230:2,1639768026387:2,1639768026545:2",3,11,9,4,0.4
1413,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,10,1639768019756.0,1639768030149.0,1639768045880.0,1639768047300.0,27.544,10.393,17.151,4,4,True,15,[4],1639768028482:4,2,3,2,1,0.25
1414,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,24,1639768025480.0,1639768030366.0,1639768032214.0,1639768033172.0,7.692,4.886,2.806,1,1,True,30,[1],1639768028140:1,1,2,3,1,1.0
1416,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,26,1639768025137.0,1639768037365.0,1639768040574.0,1639768041254.0,16.117,12.228,3.889,11,11,True,54,"[4, 4, 2, 1]","1639768031583:4,1639768032365:4,1639768034858:2,1639768035600:1",1,10,9,4,0.36363636363636365
1418,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,10,1639768030468.0,1639768039972.0,1639768045005.0,1639768047060.0,16.592,9.504,7.088,10,10,True,15,[4],1639768038840:4,2,8,9,1,0.1
1419,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,26,1639768040576.0,1639768044632.0,1639768046433.0,1639768047183.0,6.607,4.056,2.551,3,3,True,54,[3],1639768043925:3,2,4,2,1,0.3333333333333333
1420,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,25,1639768035175.0,1639768049714.0,1639768071983.0,1639768072549.0,37.374,14.539,22.835,5,5,True,33,"[4, 1]","1639768042406:4,1639768043246:1",3,6,7,2,0.4
1421,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,27,1639768043256.0,1639768054812.0,1639768066598.0,1639768067318.0,24.062,11.556,12.506,10,10,True,57,"[4, 1, 4, 1]","1639768049373:4,1639768050805:1,1639768052656:4,1639768053108:1",2,9,11,4,0.4
1423,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,11,1639768049345.0,1639768058388.0,1639768073470.0,1639768074848.0,25.503,9.043,16.46,11,10,False,18,[2],1639768056272:2,1,12,10,1,0.09090909090909091
1425,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,27,1639768049185.0,1639768059158.0,1639768075637.0,1639768076368.0,27.183,9.973,17.21,12,12,True,57,"[1, 2, 2, 1, 2, 4]","1639768053476:1,1639768054542:2,1639768054837:2,1639768055672:1,1639768057832:2,1639768058209:4",3,11,13,6,0.5
1426,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,13,1639768037235.0,1639768062613.0,1639768081046.0,1639768082362.0,45.127,25.378,19.749,12,12,True,33,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]","1639768045498:1,1639768045698:1,1639768046357:1,1639768046583:1,1639768047516:1,1639768048632:1,1639768049073:1,1639768049595:1,1639768050076:1,1639768050558:1,1639768051835:2,1639768052244:2",1,11,13,12,1.0
1427,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,11,1639768049061.0,1639768063291.0,1639768075265.0,1639768079513.0,30.452,14.23,16.222,6,8,False,18,[1],1639768061840:1,3,8,7,1,0.16666666666666666
1428,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,14,1639768020779.0,1639768071748.0,1639768091630.0,1639768092244.0,71.465,50.969,20.496,15,15,True,36,"[3, 3, 3, 3, 3]","1639768045666:3,1639768048470:3,1639768049284:3,1639768068223:3,1639768068764:3",1,13,14,5,0.3333333333333333
1429,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,28,1639768069320.0,1639768081729.0,1639768084317.0,1639768085670.0,16.35,12.409,3.941,12,12,True,60,"[3, 3, 3, 3]","1639768077378:3,1639768077830:3,1639768079712:3,1639768080195:3",3,11,10,4,0.3333333333333333
1431,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,12,1639768076849.0,1639768084716.0,1639768104052.0,1639768105488.0,28.639,7.867,20.772,16,16,True,18,[2],1639768083330:2,2,14,15,1,0.0625
1432,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,26,1639768074551.0,1639768086848.0,1639768096608.0,1639768097495.0,22.944,12.297,10.647,7,7,True,36,"[4, 3]","1639768079597:4,1639768080180:3",3,6,8,2,0.2857142857142857
1434,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,14,1639768084363.0,1639768090280.0,1639768092609.0,1639768093681.0,9.318,5.917,3.401,1,1,True,36,[1],1639768088565:1,2,3,2,1,1.0
1435,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,29,1639768087672.0,1639768093027.0,1639768095237.0,1639768096190.0,8.518,5.355,3.163,3,3,True,63,[3],1639768091150:3,1,1,2,1,0.3333333333333333
1436,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,12,1639768081520.0,1639768095389.0,1639768119328.0,1639768121127.0,39.607,13.869,25.738,13,13,True,18,[4],1639768094400:4,2,11,12,1,0.07692307692307693
1438,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,15,1639768095683.0,1639768110369.0,1639768120470.0,1639768121742.0,26.059,14.686,11.373,7,7,True,39,"[1, 1, 1, 1, 1, 1, 1]","1639768101416:1,1639768101801:1,1639768102227:1,1639768102740:1,1639768103318:1,1639768103832:1,1639768104321:1",1,6,8,7,1.0
1439,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,30,1639768098192.0,1639768114638.0,1639768119005.0,1639768119630.0,21.438,16.446,4.992,15,15,True,66,"[4, 1, 4, 1, 4, 1]","1639768108664:4,1639768109135:1,1639768110977:4,1639768111399:1,1639768112371:4,1639768112763:1",1,16,14,6,0.4
1440,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,27,1639768099500.0,1639768116725.0,1639768132223.0,1639768132951.0,33.451,17.225,16.226,16,16,True,39,"[4, 4, 4, 4]","1639768113877:4,1639768114254:4,1639768114594:4,1639768114947:4",1,14,15,4,0.25
1441,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,13,1639768107489.0,1639768122183.0,1639768133832.0,1639768135445.0,27.956,14.694,13.262,13,15,False,21,[4],1639768120670:4,1,14,15,1,0.07692307692307693
1442,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,15,1639768094245.0,1639768126530.0,1639768149374.0,1639768150157.0,55.912,32.285,23.627,14,14,True,39,"[4, 4, 2, 4]","1639768116919:4,1639768117849:4,1639768118924:2,1639768121521:4",1,16,15,4,0.2857142857142857
1444,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,16,1639768123749.0,1639768133824.0,1639768137712.0,1639768138912.0,15.163,10.075,5.088,5,5,True,42,"[1, 1, 1, 1, 1]","1639768129940:1,1639768130454:1,1639768131136:1,1639768131963:1,1639768132573:1",2,4,6,5,1.0
1445,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,31,1639768121633.0,1639768136412.0,1639768153341.0,1639768154213.0,32.58,14.779,17.801,14,14,True,69,"[4, 1, 4, 1, 3, 1]","1639768130636:4,1639768131379:1,1639768132450:4,1639768132892:1,1639768134236:3,1639768134747:1",3,15,13,6,0.42857142857142855
1446,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,28,1639768078369.0,1639768140104.0,1639768150208.0,1639768153229.0,74.86,61.735,13.125,16,15,False,60,"[3, 3, 2, 2, 4, 2]","1639768089719:2,1639768091899:2,1639768092390:2,1639768093199:2,1639768100171:del,1639768100346:del,1639768100510:del,1639768100674:del,1639768104047:3,1639768105253:3,1639768107221:2,1639768109428:3,1639768109584:3,1639768109832:2,1639768115916:del,1639768116106:del,1639768116265:del,1639768118070:4,1639768122578:4,1639768129059:del,1639768129214:del,1639768129959:2,1639768139290:4,1639768139673:2",1,15,14,6,0.375
1447,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,14,1639768137489.0,1639768143091.0,1639768164790.0,1639768166389.0,28.9,5.602,23.298,1,2,False,21,[1],1639768141870:1,3,2,3,1,1.0
1448,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,28,1639768134953.0,1639768147554.0,1639768156920.0,1639768157593.0,22.64,12.601,10.039,9,9,True,42,"[4, 4, 1]","1639768143756:4,1639768144170:4,1639768145412:1",3,8,10,3,0.3333333333333333
1449,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,17,1639768140914.0,1639768147645.0,1639768151892.0,1639768153492.0,12.578,6.731,5.847,4,4,True,45,"[1, 1, 1, 1]","1639768145237:1,1639768145654:1,1639768146192:1,1639768146633:1",3,5,6,4,1.0
1450,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,13,1639768123134.0,1639768148838.0,1639768163684.0,1639768167160.0,44.026,25.704,18.322,12,12,True,21,[3],1639768147887:3,2,11,13,1,0.08333333333333333
1452,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,16,1639768152160.0,1639768157513.0,1639768162568.0,1639768163307.0,11.147,5.353,5.794,4,4,True,42,[4],1639768154847:4,1,3,5,1,0.25
1453,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,18,1639768155494.0,1639768160265.0,1639768162932.0,1639768164362.0,8.868,4.771,4.097,2,2,True,48,"[1, 1]","1639768158757:1,1639768159159:1",1,1,3,2,1.0
1454,run1,7208-f2a53c36-90e9-4408-9a45-a0c4379c2a5b,32,1639768156216.0,1639768160876.0,1639768162325.0,1639768163068.0,6.852,4.66,2.192,1,1,True,72,[1],1639768159239:1,1,3,2,1,1.0
1455,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,29,1639768155231.0,1639768162872.0,1639768175768.0,1639768176939.0,21.708,7.641,14.067,11,11,True,60,"[4, 4, 3]","1639768162422:4,1639768162561:4,1639768162781:3",3,12,10,3,0.2727272727272727
1456,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,17,1639768165308.0,1639768169923.0,1639768172198.0,1639768173033.0,7.725,4.615,3.11,2,2,True,45,[2],1639768167082:2,3,1,3,1,0.5
1457,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,29,1639768159596.0,1639768173046.0,1639768183368.0,1639768184062.0,24.466,13.45,11.016,6,6,True,45,"[4, 2]","1639768169038:4,1639768169779:2",1,7,8,2,0.3333333333333333
1458,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,14,1639768169161.0,1639768174221.0,1639768177883.0,1639768180703.0,11.542,5.06,6.482,1,1,True,24,[1],1639768173064:1,2,2,3,1,1.0
1460,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,15,1639768168391.0,1639768184708.0,1639768192080.0,1639768192968.0,24.577,16.317,8.26,12,10,False,21,[3],1639768183198:3,1,11,10,1,0.08333333333333333
1461,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,19,1639768166371.0,1639768186648.0,1639768195722.0,1639768199082.0,32.711,20.277,12.434,10,10,True,51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639768174306:1,1639768174603:1,1639768175365:1,1639768175750:1,1639768176384:1,1639768177492:1,1639768178094:1,1639768178736:1,1639768179322:1,1639768179851:1",2,9,11,10,1.0
1462,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,18,1639768175035.0,1639768188734.0,1639768198226.0,1639768198984.0,23.949,13.699,10.25,7,7,True,48,"[3, 3, 1]","1639768184693:3,1639768185496:3,1639768186214:1",1,6,5,3,0.42857142857142855
1463,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,30,1639768178941.0,1639768189938.0,1639768204130.0,1639768204814.0,25.873,10.997,14.876,13,13,True,63,"[2, 4, 3, 4]","1639768188242:2,1639768188734:4,1639768189066:3,1639768189252:4",2,11,12,4,0.3076923076923077
1464,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,30,1639768186063.0,1639768190943.0,1639768196454.0,1639768197145.0,11.082,4.88,6.202,2,2,True,48,[2],1639768188459:2,1,4,3,1,0.5
1465,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,15,1639768182710.0,1639768194669.0,1639768204684.0,1639768206604.0,23.894,11.959,11.935,7,5,False,27,[4],1639768189743:4,3,5,6,1,0.14285714285714285
1466,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,16,1639768194974.0,1639768201783.0,1639768205160.0,1639768206188.0,11.214,6.809,4.405,14,13,False,21,[4],1639768200479:4,3,12,13,1,0.07142857142857142
1467,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,19,1639768200988.0,1639768204868.0,1639768207906.0,1639768208500.0,7.512,3.88,3.632,1,1,True,51,[1],1639768202558:1,3,3,2,1,1.0
1469,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,20,1639768201083.0,1639768211121.0,1639768218072.0,1639768219649.0,18.566,10.038,8.528,6,6,True,54,"[1, 1, 1, 1, 1, 1]","1639768206256:1,1639768206625:1,1639768207035:1,1639768207509:1,1639768208030:1,1639768208512:1",2,7,5,6,1.0
1470,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,31,1639768206816.0,1639768212636.0,1639768217938.0,1639768218666.0,11.85,5.82,6.03,7,7,True,66,"[4, 3]","1639768212135:4,1639768212335:3",1,8,6,2,0.2857142857142857
1471,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,17,1639768208191.0,1639768213303.0,1639768216266.0,1639768217540.0,9.349,5.112,4.237,9,9,True,21,[3],1639768212058:3,3,8,10,1,0.1111111111111111
1472,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,16,1639768208606.0,1639768222932.0,1639768240942.0,1639768242775.0,34.169,14.326,19.843,14,14,True,27,[3],1639768222159:3,2,15,13,1,0.07142857142857142
1473,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,31,1639768199146.0,1639768225716.0,1639768239467.0,1639768240241.0,41.095,26.57,14.525,11,10,False,51,"[4, 4, 3]","1639768219486:4,1639768220046:4,1639768221627:3",2,12,10,3,0.2727272727272727
1474,run1,0235-c5e4803c-453d-4555-aec8-ec9dff1b87d1,32,1639768220673.0,1639768226984.0,1639768235745.0,1639768236709.0,16.036,6.311,9.725,9,9,True,69,"[3, 2, 4]","1639768225763:3,1639768226179:2,1639768226628:4",3,8,7,3,0.3333333333333333
1475,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,18,1639768219554.0,1639768230583.0,1639768233506.0,1639768234702.0,15.148,11.029,4.119,7,8,False,24,[3],1639768228178:3,2,6,8,1,0.14285714285714285
1477,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,19,1639768236716.0,1639768241783.0,1639768245776.0,1639768247191.0,10.475,5.067,5.408,10,11,False,24,[3],1639768240536:3,3,9,11,1,0.1
1478,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,20,1639768210501.0,1639768243769.0,1639768248917.0,1639768254133.0,43.632,33.268,10.364,16,16,True,54,"[4, 4, 4, 4]","1639768240169:4,1639768240542:4,1639768240947:4,1639768241353:4",3,14,15,4,0.25
1480,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,20,1639768249192.0,1639768256072.0,1639768262520.0,1639768264200.0,15.008,6.88,8.128,5,5,True,24,[2],1639768254093:2,2,7,6,1,0.2
1481,run1,1213-31b6ef72-cd71-48d2-9e9d-034a724b4d75,32,1639768242243.0,1639768257216.0,1639768260275.0,1639768260907.0,18.664,14.973,3.691,13,15,False,51,"[4, 4, 4, 1]","1639768253414:4,1639768253839:4,1639768254241:4,1639768255117:1",3,15,14,4,0.3076923076923077
1482,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,17,1639768244776.0,1639768261901.0,1639768280325.0,1639768282306.0,37.53,17.125,20.405,16,16,True,30,[4],1639768260703:4,2,14,15,1,0.0625
1483,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,21,1639768221652.0,1639768267978.0,1639768277969.0,1639768279312.0,57.66,46.326,11.334,13,13,True,57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","1639768248774:1,1639768249135:1,1639768249464:1,1639768249938:1,1639768250337:1,1639768250829:1,1639768251287:1,1639768251759:1,1639768252257:1,1639768252730:1,1639768253605:2,1639768254079:2,1639768254624:2",3,14,15,13,1.0
1484,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,21,1639768256136.0,1639768269667.0,1639768276820.0,1639768284683.0,28.547,13.531,15.016,9,9,True,57,"[3, 3, 3]","1639768265984:3,1639768266785:3,1639768267359:3",1,8,10,3,0.3333333333333333
1485,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,21,1639768266207.0,1639768271113.0,1639768294056.0,1639768295470.0,29.263,4.906,24.357,2,2,True,27,[2],1639768269394:2,2,3,1,1,0.5
1488,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,18,1639768284313.0,1639768297821.0,1639768318386.0,1639768320637.0,36.324,13.508,22.816,15,15,True,33,[4],1639768292319:4,3,13,14,1,0.06666666666666667
1489,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,22,1639768297471.0,1639768309019.0,1639768316394.0,1639768317704.0,20.233,11.548,8.685,6,7,False,30,[3],1639768306370:3,1,7,5,1,0.16666666666666666
1491,run1,2852-daee019b-89a3-43bf-8e0a-d148eae257d7,22,1639768286687.0,1639768322537.0,1639768328194.0,1639768328941.0,42.254,35.85,6.404,12,12,True,60,"[4, 4, 4]","1639768319237:4,1639768319818:4,1639768320167:4",1,11,13,3,0.25
1492,run1,3573-3add6275-4008-4032-b4e6-ba75f71323ca,22,1639768281316.0,1639768328844.0,1639768340432.0,1639768342049.0,60.733,47.528,13.205,16,16,True,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]","1639768293057:1,1639768293322:1,1639768293610:1,1639768294260:1,1639768294630:1,1639768295055:1,1639768295545:1,1639768296002:1,1639768296483:1,1639768296957:1,1639768303772:2,1639768304365:2,1639768305152:2,1639768306773:2,1639768307969:2,1639768308563:2",3,14,15,16,1.0
1494,run1,3971-df3e4a0a-0949-44f1-ab5f-40b55f43e489,19,1639768322638.0,1639768330862.0,1639768333590.0,1639768334830.0,12.192,8.224,3.968,2,2,True,36,[2],1639768327110:2,2,4,3,1,0.5
1495,run1,8837-997fbed8-ebe4-4945-99e4-b8d308029783,23,1639768319738.0,1639768334628.0,1639768340192.0,1639768341051.0,21.313,14.89,6.423,15,16,False,30,"[4, 3]","1639768326527:4,1639768331431:3",1,14,16,2,0.13333333333333333
