,iterationName,gameID,trialNum,trialStartTime,submitTime,clickedTime,confirmTime,totalTrialDuration,PT,RT,cardinality,clicked,correct,score,symbols,symbolsProcess,targetLoc,d1,d2,messageLength,tokenRatio
417,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,19,1639593815991.0,1639593820825.0,1639593822578.0,1639593823349.0,7.358,4.834,2.524,2,2,True,51,[2],1639593824708:2,2,4,3,1,0.5
419,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,13,1639593806203.0,1639593822097.0,1639593824117.0,1639593825123.0,18.92,15.894,3.026,10,10,True,18,[2],"1639593828378:3,1639593832311:del,1639593833494:2",1,11,9,1,0.1
421,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,25,1639593820278.0,1639593826059.0,1639593828097.0,1639593828909.0,8.631,5.781,2.85,4,4,True,72,[4],1639593826160:4,1,3,2,1,0.25
422,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,7,1639593790588.0,1639593828093.0,1639593843739.0,1639593849379.0,58.791,37.505,21.286,10,10,True,3,[3],"1639593815683:4,1639593820544:del,1639593824346:3",1,9,11,1,0.1
423,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,20,1639593825351.0,1639593832157.0,1639593833855.0,1639593835123.0,9.772,6.806,2.966,6,6,True,54,"[3, 3]","1639593836050:3,1639593836220:3",1,7,8,2,0.3333333333333333
426,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,13,1639593821473.0,1639593836626.0,1639593857490.0,1639593858296.0,36.823,15.153,21.67,15,15,True,9,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593856841:1,1639593857189:1,1639593857527:1,1639593857852:1,1639593858189:1,1639593858538:1,1639593858865:1,1639593859237:1,1639593859624:1,1639593859999:1,1639593860407:1,1639593860791:1,1639593861245:1,1639593861689:1,1639593862123:1",2,16,14,15,1.0
427,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,14,1639593827126.0,1639593837167.0,1639593840061.0,1639593841221.0,14.095,10.041,4.054,4,4,True,21,[4],1639593846774:4,3,3,5,1,0.25
428,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,18,1639593826405.0,1639593837574.0,1639593840272.0,1639593841247.0,14.842,11.169,3.673,4,4,True,48,"[1, 1, 1, 1]","1639593707263:1,1639593708769:1,1639593709376:1,1639593710394:1",2,3,5,4,1.0
429,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,29,1639593828176.0,1639593839600.0,1639593850060.0,1639593850797.0,22.621,11.424,11.197,16,16,True,84,"[4, 4, 4, 4]","1639593835668:4,1639593835803:4,1639593837942:4,1639593838124:4",1,15,14,4,0.25
430,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,28,1639593833881.0,1639593840163.0,1639593846748.0,1639593847640.0,13.759,6.282,7.477,5,5,True,57,"[1, 1, 1, 1, 1]","1639593838461:1,1639593838621:1,1639593838810:1,1639593838980:1,1639593839211:1",1,4,3,5,1.0
431,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,23,1639593835440.0,1639593840448.0,1639593844569.0,1639593845592.0,10.152,5.008,5.144,1,1,True,36,[1],1639593838167:1,2,2,3,1,1.0
432,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,9,1639593828609.0,1639593843871.0,1639593864362.0,1639593865649.0,37.04,15.262,21.778,10,10,True,21,"[4, 4, 2]","1639593841524:4,1639593841676:4,1639593842140:2",1,9,11,3,0.3
434,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,21,1639593837124.0,1639593847552.0,1639593849221.0,1639593850660.0,13.536,10.428,3.108,12,12,True,57,"[4, 4, 4]","1639593851684:4,1639593852056:4,1639593852477:4",3,13,14,3,0.25
435,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,11,1639593812238.0,1639593849778.0,1639593866056.0,1639593866721.0,54.483,37.54,16.943,16,16,True,30,"[4, 4, 4, 4]","1639593845768:4,1639593846610:4,1639593847744:4,1639593848496:4",2,14,15,4,0.25
436,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,19,1639593843251.0,1639593850850.0,1639593857423.0,1639593858301.0,15.05,7.599,7.451,5,5,True,51,"[1, 3, 1]","1639593723262:1,1639593724249:3,1639593724967:1",2,6,4,3,0.6
437,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,15,1639593843223.0,1639593851214.0,1639593852867.0,1639593853691.0,10.468,7.991,2.477,5,4,False,24,[4],1639593861612:4,2,3,4,1,0.2
438,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,8,1639593823911.0,1639593852997.0,1639593867193.0,1639593868461.0,44.55,29.086,15.464,9,9,True,12,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593841846:1,1639593842279:1,1639593842710:1,1639593843134:1,1639593843671:1,1639593844110:1,1639593844654:1,1639593845094:1,1639593845646:1",3,7,8,9,1.0
441,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,29,1639593849646.0,1639593857635.0,1639593872240.0,1639593873165.0,23.519,7.989,15.53,8,8,True,60,"[1, 1, 1, 1, 1, 1, 1, 1]","1639593852587:1,1639593852991:1,1639593853340:1,1639593855080:1,1639593855898:1,1639593856243:1,1639593856594:1,1639593856861:1",1,7,9,8,1.0
442,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,30,1639593852799.0,1639593859497.0,1639593867620.0,1639593868516.0,15.717,6.698,9.019,8,8,True,87,"[4, 4]","1639593858208:4,1639593858343:4",3,9,7,2,0.25
443,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,24,1639593847597.0,1639593861999.0,1639593866281.0,1639593867290.0,19.693,14.402,5.291,13,13,True,39,[1],1639593861092:1,2,12,14,1,0.07692307692307693
445,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,22,1639593852667.0,1639593865450.0,1639593883244.0,1639593884208.0,31.541,12.783,18.758,16,16,True,60,"[4, 4, 4, 4]","1639593869411:4,1639593869701:4,1639593870039:4,1639593870355:4",1,14,15,4,0.25
446,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,14,1639593860299.0,1639593867893.0,1639593876599.0,1639593877564.0,17.265,7.594,9.671,6,6,True,12,"[1, 1, 1, 1, 1, 1]","1639593891547:1,1639593891947:1,1639593892315:1,1639593892753:1,1639593893161:1,1639593893525:1",1,8,7,6,1.0
447,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,8,1639593851380.0,1639593870831.0,1639593876019.0,1639593884099.0,32.719,19.451,13.268,14,15,False,6,[3],1639593867994:3,2,15,13,1,0.07142857142857142
448,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,20,1639593860305.0,1639593870948.0,1639593885236.0,1639593886351.0,26.046,10.643,15.403,10,10,True,54,"[1, 1, 2, 2, 1, 1, 1, 1]","1639593741403:1,1639593741704:1,1639593742893:2,1639593743121:2,1639593744372:1,1639593744605:1,1639593744873:1,1639593745154:1",2,8,9,8,0.8
450,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,10,1639593867653.0,1639593873040.0,1639593875379.0,1639593876585.0,8.932,5.387,3.545,2,2,True,24,[2],1639593871412:2,1,1,3,1,0.5
451,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,25,1639593869295.0,1639593873951.0,1639593876660.0,1639593877792.0,8.497,4.656,3.841,2,2,True,42,[2],1639593872058:2,2,1,3,1,0.5
453,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,16,1639593855692.0,1639593875897.0,1639593881273.0,1639593882051.0,26.359,20.205,6.154,15,14,False,24,[2],"1639593877008:4,1639593881647:del,1639593886447:2",2,14,16,1,0.06666666666666667
454,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,9,1639593836797.0,1639593876038.0,1639593900187.0,1639593905103.0,68.306,39.241,29.065,14,14,True,21,"[4, 4, 4, 2]","1639593856338:4,1639593856494:4,1639593858296:4,1639593860436:2",1,15,16,4,0.2857142857142857
457,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,31,1639593870518.0,1639593881657.0,1639593896037.0,1639593897045.0,26.527,11.139,15.388,14,14,True,90,"[4, 4, 4, 2]","1639593875659:4,1639593875902:4,1639593878070:4,1639593878756:2",3,15,16,4,0.2857142857142857
458,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,30,1639593875167.0,1639593883956.0,1639593911084.0,1639593911862.0,36.695,8.789,27.906,12,13,False,63,"[1, 1, 1, 2, 1, 3, 2, 1]","1639593878303:1,1639593878638:1,1639593878952:1,1639593879870:2,1639593880352:1,1639593881905:3,1639593882819:2,1639593883215:1",1,14,13,8,0.6666666666666666
459,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,15,1639593879566.0,1639593886688.0,1639593893747.0,1639593894609.0,15.043,7.122,7.921,5,5,True,15,"[1, 1, 1, 1, 1]","1639593909555:1,1639593910403:1,1639593910912:1,1639593911527:1,1639593911988:1",2,7,6,5,1.0
461,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,26,1639593879794.0,1639593887992.0,1639593895567.0,1639593896714.0,16.92,8.198,8.722,10,10,True,45,[2],1639593887032:2,2,11,9,1,0.1
462,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,12,1639593868723.0,1639593888178.0,1639593900900.0,1639593901460.0,32.737,19.455,13.282,14,14,True,33,"[4, 4, 4, 2]","1639593884787:4,1639593885306:4,1639593885977:4,1639593886991:2",1,13,12,4,0.2857142857142857
463,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,11,1639593878586.0,1639593889547.0,1639593897445.0,1639593902983.0,24.397,10.961,13.436,8,8,True,27,"[4, 4]","1639593887764:4,1639593887908:4",2,6,7,2,0.25
464,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,17,1639593884054.0,1639593893004.0,1639593898038.0,1639593898891.0,14.837,8.95,5.887,12,12,True,24,[4],1639593903857:4,3,10,11,1,0.08333333333333333
465,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,23,1639593886209.0,1639593894184.0,1639593896477.0,1639593897135.0,10.926,7.975,2.951,5,5,True,63,"[3, 2]","1639593895858:4,1639593896403:2,1639593897874:del,1639593898035:del,1639593899010:3,1639593899281:2",3,4,6,2,0.4
467,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,26,1639593830914.0,1639593900411.0,1639593945489.0,1639593946109.0,115.195,69.497,45.698,15,15,True,75,"[1, 3, 1, 1, 1, 2, 2, 1, 2, 1]","1639593837203:1,1639593838653:3,1639593841663:1,1639593842506:1,1639593843306:1,1639593845318:2,1639593845872:2,1639593847191:1,1639593848141:2,1639593900410:1",3,14,16,10,0.6666666666666666
468,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,9,1639593886107.0,1639593900574.0,1639593907899.0,1639593909339.0,23.232,14.467,8.765,6,8,False,6,[1],1639593899366:1,3,8,7,1,0.16666666666666666
469,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,24,1639593899136.0,1639593902623.0,1639593904165.0,1639593904695.0,5.559,3.487,2.072,1,1,True,66,[1],1639593907470:1,1,2,3,1,1.0
471,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,9,1639593870465.0,1639593904224.0,1639593919513.0,1639593920610.0,50.145,33.759,16.386,13,13,True,15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593894110:1,1639593894463:1,1639593895734:1,1639593896510:1,1639593897174:1,1639593897759:1,1639593898542:1,1639593899014:1,1639593899622:1,1639593900182:1,1639593900727:1,1639593901214:1,1639593901798:1",2,14,12,13,1.0
472,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,27,1639593898718.0,1639593905512.0,1639593909229.0,1639593910689.0,11.971,6.794,5.177,5,7,False,48,[1],1639593904379:1,3,6,7,1,0.2
473,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,16,1639593896611.0,1639593906270.0,1639593915610.0,1639593916369.0,19.758,9.659,10.099,7,7,True,18,"[1, 1, 1, 1, 1, 1, 1]","1639593927809:1,1639593928177:1,1639593928586:1,1639593928959:1,1639593929363:1,1639593929788:1,1639593930139:1",3,8,9,7,1.0
474,run1,0100-0250f292-3528-41a0-9ef3-f871d00ec234,32,1639593899047.0,1639593908486.0,1639593920468.0,1639593921101.0,22.054,9.439,12.615,9,9,True,93,"[4, 4, 1]","1639593906751:4,1639593906913:4,1639593907579:1",1,7,8,3,0.3333333333333333
475,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,18,1639593900896.0,1639593908947.0,1639593910391.0,1639593911073.0,10.177,8.051,2.126,3,3,True,27,[3],1639593919660:3,3,1,2,1,0.3333333333333333
478,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,10,1639593907105.0,1639593911705.0,1639593917807.0,1639593918937.0,11.832,4.6,7.232,1,1,True,24,[1],1639593910312:1,1,3,2,1,1.0
479,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,21,1639593888356.0,1639593912338.0,1639593921528.0,1639593937112.0,48.756,23.982,24.774,11,11,True,57,"[1, 4, 4, 1, 1]","1639593781826:1,1639593782968:4,1639593784204:4,1639593785266:1,1639593786163:1",2,10,9,5,0.45454545454545453
480,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,25,1639593906701.0,1639593916343.0,1639593923151.0,1639593923965.0,17.264,9.642,7.622,10,10,True,69,"[4, 4, 2]","1639593920499:4,1639593920867:4,1639593921459:2",3,11,12,3,0.3
481,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,28,1639593912694.0,1639593919099.0,1639593922701.0,1639593923962.0,11.268,6.405,4.863,4,4,True,48,[4],1639593916555:4,2,3,2,1,0.25
482,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,19,1639593913075.0,1639593920216.0,1639593925788.0,1639593926635.0,13.56,7.141,6.419,11,11,True,30,[3],1639593931414:3,2,9,10,1,0.09090909090909091
484,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,31,1639593913864.0,1639593921921.0,1639593947923.0,1639593949493.0,35.629,8.057,27.572,11,11,True,63,"[2, 1, 2, 1, 1, 2, 1, 1]","1639593917461:2,1639593917967:1,1639593918451:2,1639593919058:1,1639593919894:1,1639593920418:2,1639593920997:1,1639593921162:1",2,9,10,8,0.7272727272727273
487,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,12,1639593905000.0,1639593928284.0,1639593955747.0,1639593962940.0,57.94,23.284,34.656,12,12,True,30,"[4, 4, 4]","1639593924956:4,1639593925100:4,1639593925677:4",3,11,13,3,0.25
488,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,13,1639593903462.0,1639593929620.0,1639593938233.0,1639593938869.0,35.407,26.158,9.249,15,15,True,36,"[4, 4, 4, 3]","1639593922897:4,1639593923168:4,1639593923469:4,1639593926701:3",2,14,16,4,0.26666666666666666
489,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,29,1639593925967.0,1639593932363.0,1639593941466.0,1639593942984.0,17.017,6.396,10.621,6,7,False,51,[2],1639593931338:2,3,7,5,1,0.16666666666666666
491,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,26,1639593925966.0,1639593938047.0,1639593959531.0,1639593960298.0,34.332,12.081,22.251,13,12,False,72,"[4, 4, 4, 1]","1639593941495:4,1639593941959:4,1639593942217:4,1639593943068:1",2,11,12,4,0.3076923076923077
492,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,20,1639593928637.0,1639593938448.0,1639593943879.0,1639593944905.0,16.268,9.811,6.457,7,6,False,33,"[3, 3]","1639593948485:3,1639593949157:3",3,8,6,2,0.2857142857142857
493,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,17,1639593918371.0,1639593939299.0,1639593951511.0,1639593954454.0,36.083,20.928,15.155,14,14,True,21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593956613:1,1639593957012:1,1639593957422:1,1639593957825:1,1639593958212:1,1639593958617:1,1639593959020:1,1639593959437:1,1639593959839:1,1639593960213:1,1639593960641:1,1639593961105:1,1639593961586:1,1639593961993:1",3,12,13,14,1.0
494,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,10,1639593922612.0,1639593940057.0,1639593955127.0,1639593956232.0,33.62,17.445,16.175,7,7,True,18,"[1, 1, 1, 1, 1, 1, 1]","1639593933822:1,1639593934150:1,1639593934502:1,1639593935118:1,1639593935542:1,1639593935910:1,1639593936575:1",1,6,8,7,1.0
495,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,10,1639593911347.0,1639593940442.0,1639593947310.0,1639593972523.0,61.176,29.095,32.081,7,6,False,6,[3],"1639593928100:2,1639593928803:3,1639593931714:del,1639593932889:del,1639593933532:3",1,8,6,1,0.14285714285714285
498,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,11,1639593920938.0,1639593945645.0,1639593970393.0,1639593986189.0,65.251,24.707,40.544,13,13,True,27,"[4, 4, 4, 1]","1639593942922:4,1639593943062:4,1639593943422:4,1639593944558:1",3,14,15,4,0.3076923076923077
500,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,22,1639593939125.0,1639593950409.0,1639593954633.0,1639593955465.0,16.34,11.284,5.056,3,3,True,60,[3],1639593822229:3,2,4,5,1,0.3333333333333333
501,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,14,1639593940871.0,1639593951866.0,1639593959079.0,1639593959743.0,18.872,10.995,7.877,8,8,True,39,"[4, 4]","1639593947329:4,1639593947463:4",1,9,7,2,0.25
502,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,27,1639593948114.0,1639593953329.0,1639593954797.0,1639593955437.0,7.323,5.215,2.108,1,1,True,78,[1],1639593953434:1,3,2,3,1,1.0
503,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,30,1639593944991.0,1639593957591.0,1639593960928.0,1639593961883.0,16.892,12.6,4.292,16,14,False,51,[2],1639593956677:2,1,14,15,1,0.0625
504,run1,6505-1441f682-c593-4bdf-ba56-86382ce58058,32,1639593951499.0,1639593958104.0,1639593962542.0,1639593963560.0,12.061,6.605,5.456,2,2,True,66,[2],1639593956564:2,1,3,4,1,0.5
505,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,21,1639593946908.0,1639593959657.0,1639593963095.0,1639593963873.0,16.965,12.749,4.216,13,12,False,33,[3],1639593970573:3,3,12,11,1,0.07692307692307693
506,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,23,1639593957470.0,1639593962857.0,1639593964420.0,1639593965223.0,7.753,5.387,2.366,2,2,True,63,[2],1639593837979:2,3,1,3,1,0.5
507,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,27,1639593962300.0,1639593968172.0,1639593971056.0,1639593971634.0,9.334,5.872,3.462,3,3,True,72,"[2, 1]","1639593971523:2,1639593972097:1",1,4,2,2,0.6666666666666666
508,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,31,1639593963886.0,1639593968187.0,1639593971384.0,1639593972751.0,8.865,4.301,4.564,3,3,True,51,[3],1639593967175:3,3,2,4,1,0.3333333333333333
509,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,15,1639593961747.0,1639593968820.0,1639593971743.0,1639593972379.0,10.632,7.073,3.559,4,4,True,42,[4],1639593965714:4,3,3,5,1,0.25
510,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,28,1639593957439.0,1639593969229.0,1639593979177.0,1639593980465.0,23.026,11.79,11.236,8,8,True,81,"[4, 4]","1639593965096:4,1639593969227:4",2,7,6,2,0.25
511,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,22,1639593965876.0,1639593971880.0,1639593973551.0,1639593974179.0,8.303,6.004,2.299,2,2,True,33,[2],1639593983019:2,1,1,3,1,0.5
512,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,13,1639593964943.0,1639593972953.0,1639593975792.0,1639593978215.0,13.272,8.01,5.262,4,4,True,33,[4],1639593969957:4,1,3,5,1,0.25
513,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,28,1639593973635.0,1639593978694.0,1639593981402.0,1639593981889.0,8.254,5.059,3.195,4,4,True,75,"[3, 1]","1639593982478:3,1639593983084:1",1,5,3,2,0.5
514,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,18,1639593956455.0,1639593979974.0,1639593998750.0,1639594000009.0,43.554,23.519,20.035,16,16,True,24,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593992465:1,1639593992723:1,1639593993117:1,1639593993530:1,1639593993916:1,1639593994352:1,1639593994759:1,1639593995299:1,1639593995745:1,1639593996193:1,1639593996703:1,1639593997183:1,1639593997687:1,1639593998295:1,1639593998780:1,1639593999238:1",3,14,15,16,1.0
515,run1,2515-ce45844d-b4fd-4433-9d4f-5244bcd8c2b1,32,1639593974756.0,1639593982525.0,1639593987486.0,1639593989215.0,14.459,7.769,6.69,8,6,False,54,[2],1639593981569:2,1,6,7,1,0.125
517,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,14,1639593980217.0,1639593984176.0,1639593986701.0,1639593987987.0,7.77,3.959,3.811,3,3,True,36,[3],1639593982532:3,2,2,4,1,0.3333333333333333
518,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,29,1639593982467.0,1639593987411.0,1639593990561.0,1639593991169.0,8.702,4.944,3.758,3,3,True,84,[3],1639593987276:3,2,4,2,1,0.3333333333333333
519,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,11,1639593958234.0,1639593989747.0,1639594006836.0,1639594007815.0,49.581,31.513,18.068,15,15,True,21,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639593981710:1,1639593982062:1,1639593982374:1,1639593983174:1,1639593983502:1,1639593983790:1,1639593984510:1,1639593984846:1,1639593985198:1,1639593986046:1,1639593986478:1,1639593986854:1,1639593987582:1,1639593987942:1,1639593988302:1",1,14,13,15,1.0
520,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,23,1639593976186.0,1639593990978.0,1639594009767.0,1639594010413.0,34.227,14.792,19.435,9,9,True,36,"[3, 3, 1]","1639593997459:3,1639593998470:3,1639593999857:1",1,10,8,3,0.3333333333333333
521,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,29,1639593983890.0,1639593991711.0,1639593993677.0,1639593994240.0,10.35,7.821,2.529,7,7,True,78,"[4, 3]","1639593996132:4,1639593996604:3",1,8,6,2,0.2857142857142857
522,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,24,1639593967226.0,1639593996994.0,1639594005904.0,1639594006924.0,39.698,29.768,9.93,16,15,False,66,"[1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1]","1639593856400:1,1639593856663:1,1639593858164:2,1639593858746:1,1639593859473:1,1639593863818:4,1639593868551:1,1639593868884:1,1639593870766:1,1639593871023:1,1639593871318:1",1,15,14,11,0.6875
523,run1,8185-ce4ab2f7-c672-4523-9431-48840a8f2dd3,11,1639593974525.0,1639593998139.0,1639594005899.0,1639594008619.0,34.094,23.614,10.48,15,16,False,6,"[3, 2]","1639593994928:3,1639593995677:2",1,14,16,2,0.13333333333333333
524,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,16,1639593974383.0,1639593998757.0,1639594020101.0,1639594020793.0,46.41,24.374,22.036,11,11,True,45,"[4, 4, 3]","1639593982944:4,1639593983370:4,1639593987228:3",3,12,10,3,0.2727272727272727
525,run1,6180-111bc9d5-f170-42d4-b25b-5a553e7d53f4,15,1639593989992.0,1639594000905.0,1639594034491.0,1639594035723.0,45.731,10.913,34.818,9,9,True,39,"[3, 3, 3]","1639593998668:3,1639593998820:3,1639593999117:3",3,10,11,3,0.3333333333333333
526,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,30,1639593996247.0,1639594003230.0,1639594005935.0,1639594006560.0,10.313,6.983,3.33,8,8,True,81,"[4, 4]","1639594007886:4,1639594008072:4",2,9,7,2,0.25
527,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,19,1639594002010.0,1639594005448.0,1639594007006.0,1639594007750.0,5.74,3.438,2.302,1,1,True,27,[1],1639594030644:1,1,2,3,1,1.0
528,run1,7872-dc4737dd-1ad5-415f-b8a5-17e90fa80e3e,1,1639593987008.0,1639594006627.0,1639594073321.0,1639594074281.0,87.273,19.619,67.654,11,13,False,0,"[4, 4, 3]","1639593996551:4,1639593998158:4,1639593999566:3",3,13,12,3,0.2727272727272727
530,run1,9405-503c0c48-b1d9-49d8-9da2-86a208ab837c,30,1639593993171.0,1639594018129.0,1639594025197.0,1639594026285.0,33.114,24.958,8.156,13,13,True,87,"[2, 2, 2, 2, 2, 2, 1]","1639594010858:2,1639594011561:2,1639594012415:2,1639594013214:2,1639594013954:2,1639594014628:2,1639594015696:1",3,12,14,7,0.5384615384615384
531,run1,0089-84ef8c77-b491-4608-9f6f-f3b5bab1c2d8,12,1639594009817.0,1639594018293.0,1639594021971.0,1639594023432.0,13.615,8.476,5.139,4,4,True,24,"[1, 1, 1, 1]","1639594014230:1,1639594014502:1,1639594015022:1,1639594015255:1",1,2,3,4,1.0
532,run1,5157-3d1a9fad-c10e-4a00-8c24-a22868d60b2d,25,1639594008929.0,1639594018479.0,1639594035276.0,1639594037393.0,28.464,9.55,18.914,6,6,True,66,"[1, 1, 3, 1]","1639593889665:1,1639593890004:1,1639593891707:3,1639593892682:1",3,8,7,4,0.6666666666666666
533,run1,0137-3e1d73a9-6a65-4327-b3c0-11f6af207c24,31,1639594008562.0,1639594020559.0,1639594029711.0,1639594030448.0,21.886,11.997,9.889,11,11,True,84,"[4, 4, 3]","1639594021540:4,1639594023290:4,1639594025100:3",2,12,10,3,0.2727272727272727
534,run1,5703-feaef934-e2d6-41af-b26b-aa639096547d,20,1639594009751.0,1639594027191.0,1639594035322.0,1639594036034.0,26.283,17.44,8.843,12,12,True,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","1639594043739:1,1639594044130:1,1639594044513:1,1639594044909:1,1639594045276:1,1639594045649:1,1639594046063:1,1639594046448:1,1639594046850:1,1639594047314:1,1639594047737:1,1639594048137:1",2,11,13,12,1.0
535,run1,8585-9aa44d59-f0bc-469a-9ae3-4c6bca30b069,17,1639594022796.0,1639594027656.0,1639594030707.0,1639594031435.0,8.639,4.86,3.779,1,1,True,48,[1],1639594025788:1,2,2,3,1,1.0
536,run1,8777-5775e5ea-92db-40a7-8381-9c5e6b710e24,24,1639594012415.0,1639594027774.0,1639594033111.0,1639594034267.0,21.852,15.359,6.493,6,6,True,39,"[3, 3]","1639594034296:3,1639594035042:3",2,7,8,2,0.3333333333333333
538,run1,7367-2d612f2f-a1f4-4d6b-a5d5-7f54c0c15eac,12,1639593988466.0,1639594031076.0,1639594049272.0,1639594060783.0,72.317,42.61,29.707,15,15,True,30,"[4, 4, 4, 3]","1639594023615:4,1639594023760:4,1639594024269:4,1639594029124:3",3,14,13,4,0.26666666666666666
