iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	4052-2936868a-c6d9-4d9f-bf4b-153a636b8909	1580004594970	2	deer_2	M198,142c0,5.43698 -28.61608,8.84634 -33,10c-18.1943,4.78797 -36.57546,12.77493 -56,10c-11.01003,-1.57286 -4.86659,-56.10005 7,-65c38.21376,-28.66032 72.03004,29.72615 79,59c1.67872,7.05062 3.14287,44.14287 2,43	1	0	0	0	1580004594554	1580004595019	stroke
testing	4052-2936868a-c6d9-4d9f-bf4b-153a636b8909	1580004597549	2	deer_2	M171,76c-26.70901,0 -46.22085,19.22085 -64,37c-36.95329,36.95329 -60.85567,79.12629 -13,121c21.01225,18.38572 52.78533,28.13496 81,25c6.50441,-0.72271 16.76054,-3.11973 23,0c10.97807,5.48904 16.05245,16.7366 23,26	2	0	0	0	1580004597031	1580004597605	stroke
