iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	8963-83f146c2-c1dc-4a07-9586-23d3ac984642	1578810266008	1	waiting_03	M156,104c0,29.54279 -17.70855,23.8057 -45,42c-4.38529,2.92353 -8.58101,6.12766 -13,9c-1.41599,0.92039 -18.3571,12.0511 -20,9c-16.69858,-31.01165 56.24489,-99.51022 77,-58	1	0	0	0	1578810264941	1578810265474	stroke
testing	8963-83f146c2-c1dc-4a07-9586-23d3ac984642	1578810266671	1	waiting_03	M169,204c7.21832,20.62378 15.19996,40.99991 24,61c2.07798,4.72268 8.68246,14.75118 11,19c0.15962,0.29263 0.29814,1.14907 0,1c-3.8873,-1.94365 -4.7222,-7.29858 -7,-11c-18.6596,-30.32186 -38.76062,-56.76062 -64,-82c-12.52102,-12.52102 -27.57463,-27.53392 -44,-35c-6.67817,-3.03553 -4.6325,2.3675 -2,5	2	0	0	0	1578810265690	1578810266119	stroke
