iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	0290-24a5a676-a464-4ce5-b632-70cd8c91cf3d	1578853666639	1	dining_01	M135,77c-39.50059,8.77791 -48.21448,54.07514 -50,88c-0.14016,2.66298 -1.54138,5.82393 0,8c23.41685,33.05909 77.99956,8.99911 86,25	1	0	0	0	1578853663418	1578853663755	stroke
testing	0290-24a5a676-a464-4ce5-b632-70cd8c91cf3d	1578853666946	1	dining_01	M186,157c10.34596,-25.8649 -44.76991,-16.04697 -56,-10c-7.39296,3.98083 -13.12324,13.49766 -18,20	2	0	0	0	1578853663903	1578853664085	stroke
testing	0290-24a5a676-a464-4ce5-b632-70cd8c91cf3d	1578853674381	2	waiting_04	M200,81c-20.0393,0 -113.61952,-2.07072 -125,15c-2.37992,3.56988 21.17485,26.8272 23,29c12.19045,14.51244 28.18898,28.39633 45,34c7.08235,2.36078 17.10352,-11 26,-11	1	0	0	0	1578853670908	1578853671515	stroke
testing	0290-24a5a676-a464-4ce5-b632-70cd8c91cf3d	1578853675328	2	waiting_04	M220,95c0,32.74138 -8,64.99634 -8,98	2	0	0	0	1578853672258	1578853672470	stroke
testing	0290-24a5a676-a464-4ce5-b632-70cd8c91cf3d	1578853676209	2	waiting_04	M159,115c-12.1828,0 -111.30461,58.30461 -125,72	3	0	0	0	1578853673089	1578853673345	stroke
