iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	3182-63837668-9d20-4550-8f16-37edc959436b	1580005489382	1	deer_1	M136,93c7.36999,25.79498 -15.40245,52.81331 -40,32c-3.30936,-2.80023 -21.82054,-29.21977 -13,-33c43.84487,-18.79066 88.37562,72.19722 110,100	1	0	0	0	1580005489103	1580005489439	stroke
testing	3182-63837668-9d20-4550-8f16-37edc959436b	1580005499372	2	deer_2	M212,176c13.67605,54.7042 -113.23837,57.03405 -148,62	1	0	0	0	1580005499269	1580005499453	stroke
testing	3182-63837668-9d20-4550-8f16-37edc959436b	1580005499909	2	deer_2	M102,297c4.3944,-13.1832 4.34202,-26.5874 8,-40c5.10079,-18.70288 40.2061,-83 63,-83	2	0	0	0	1580005499743	1580005499965	stroke
