iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	9551-9a2d06a1-635c-4b85-8394-2d945df1f9bc	1579286386249	1	dining_01	M133,188c-18.24744,0 18.88504,-41.22991 26,-27c11.96226,23.92453 -13.08774,82.95613 -45,67c-13.02908,-6.51454 -26.76758,-88.05811 -15,-91c16.47959,-4.1199 39.43125,67.33304 43,76	1	0	0	0	1579286383542	1579286383983	stroke
testing	9551-9a2d06a1-635c-4b85-8394-2d945df1f9bc	1579286398756	2	dining_07	M182,153c8.22801,-8.22801 -7.37362,-16.7016 -13,-18c-14.9647,-3.45339 -70.96158,-1.38457 -81,12c-2.68094,3.57459 27.36789,16.18394 29,17c32.65101,16.3255 67.6204,33.54013 102,45	1	0	0	0	1579286396125	1579286396509	stroke
testing	9551-9a2d06a1-635c-4b85-8394-2d945df1f9bc	1579286406975	3	waiting_04	M227,147c0,-3.60828 -35.41657,-2 -37,-2c-42.70857,0 -77.22129,7.08298 -117,22c-4.98121,1.86795 -22.16086,5.48258 -24,11c-0.49429,1.48287 16.04589,-1.51408 38,0c18.20106,1.25525 97,21.26941 97,50	1	0	0	0	1579286404398	1579286404725	stroke
