iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	2689-cfef8fea-f07b-45b3-8dc1-5cb9c5b8ff89	1574585541585	1	waiting_04	M71,83c0,26 0,52 0,78	1	0	0	0	1574585540868	1574585541050	stroke
testing	2689-cfef8fea-f07b-45b3-8dc1-5cb9c5b8ff89	1574585544656	1	waiting_04	M69,95c0,-1.2529 1.55407,-1.58688 3,-2c14.87927,-4.25122 77.91756,2.83513 82,11c3.1088,6.2176 -4.44137,22.29649 -5,29c-0.88562,10.62748 -1,21.12543 -1,32c0,1.33333 1.19257,3.40372 0,4c-7.11937,3.55969 -35.63638,4.11205 -42,5c-16.65358,2.32376 -33.32413,4.72602 -50,7c-4.10277,0.55947 -13.75217,0.16811 -18,3c-0.27735,0.1849 -0.3288,0.9452 0,1c27.90998,4.65166 60.59552,-1 89,-1c3.66667,0 9.8405,-3.47851 11,0c4.32884,12.98651 18.12377,93 34,93	2	0	0	0	1574585541284	1574585544094	stroke
testing	2689-cfef8fea-f07b-45b3-8dc1-5cb9c5b8ff89	1574585547574	1	waiting_04	M82,217c15.10286,21.144 29.22125,45.33275 52,59	3	0	0	0	1574585546876	1574585547040	stroke
