iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	5541-4112ab3f-1a69-4052-acee-a3bbe6ebec29	1578522171195	1	waiting_03	M178,122c0,9.40339 -39.80026,20.21787 -42,21c-26.80277,9.52987 -89.37812,34.08444 -93,-13c-3.95609,-51.42917 76.83691,-64.65837 109,-40c17.4612,13.38692 23.1151,48.50792 5,63c-11.29543,9.03634 -14.79459,-17.37476 -16,-23c-0.71226,-3.32389 -4.82843,-11.88562 -2,-10c8.54046,5.69364 27.7414,50.4828 33,61	1	0	0	0	1578522170577	1578522171185	stroke
testing	5541-4112ab3f-1a69-4052-acee-a3bbe6ebec29	1578522171791	1	waiting_03	M177,214c-2.5452,7.6356 -56.75316,0.91632 -65,0c-11.53098,-1.28122 -12.97753,-1 -24,-1c-2.66667,0 -10.66667,0 -8,0c31.47858,0 60.87048,12 92,12c1.56667,0 1,-0.66667 1,-2	2	0	0	0	1578522171420	1578522171770	stroke
testing	5541-4112ab3f-1a69-4052-acee-a3bbe6ebec29	1578522173551	1	waiting_03	M215,44c0,62.55719 -46.50929,162.31566 -70,223	3	0	0	0	1578522173401	1578522173553	stroke
testing	5541-4112ab3f-1a69-4052-acee-a3bbe6ebec29	1578522175652	1	waiting_03	M20,29c14.03365,2.80673 28.92191,2.02194 43,5c52.52201,11.11043 97.75067,40.71506 133,81	4	0	0	0	1578522175495	1578522175646	stroke
