iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
4,-36c-0.98241,-6.14004 -1.75957,-23.56101 1,-30c6.67719,-15.58011 54.59923,-18.40077 67,-6	1	0	0	0	1574588678154	1574588678602	stroke
