iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	7225-2b372b94-d8e9-4b4f-be33-41c00a9c0f30	1574666677648	1	dining_06	M171,118c-34.39452,0 -68.67409,68.75911 -83,94c-2.10434,3.70764 -15.18103,27.86423 -11,31c3.46667,2.6 8.67076,0.18823 13,0c35.47322,-1.54231 79,-44.37373 79,7	1	0	0	0	1574666676459	1574666676892	stroke
testing	7225-2b372b94-d8e9-4b4f-be33-41c00a9c0f30	1574666678375	1	dining_06	M207,186c0,-5.48477 -48.16388,-43.04013 -32,-61c3.60503,-4.00559 13.94889,-3.19291 18,-3c27.27138,1.29864 43.62407,42.37593 28,58	2	0	0	0	1574666677236	1574666677622	stroke
testing	7225-2b372b94-d8e9-4b4f-be33-41c00a9c0f30	1574666679039	1	dining_06	M168,45c-49.19983,0 -106,50.12437 -106,102	3	0	0	0	1574666678035	1574666678305	stroke
