iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	4144-dd3cc96a-f86f-47b7-9dbd-4030c256cf9e	1578595095406	1	dining_06	M154,163c0,14.28093 -42.31497,14.8685 -51,14c-25.85574,-2.58557 -29.02144,-30.57113 -28,-51c0.54554,-10.91072 3.40062,-19.85781 11,-28c8.60404,-9.21861 20.54082,-17.29148 33,-20c27.61657,-6.0036 47.87189,3.19421 70,19c8.5706,6.12186 16.71704,12.5577 25,19c2.63117,2.04647 10.98142,4.50929 8,6c-11.44929,5.72465 -40.87484,-2.34558 -52,-3c-11.55644,-0.67979 -32.30081,3.3496 -43,-2c-0.94281,-0.4714 1.94591,-1 3,-1c8.33333,0 16.68105,-0.48935 25,0c17.89281,1.05252 72.90479,15.80959 83,36c2.32857,4.65713 -8.37906,6.25836 -12,10c-6.00969,6.21001 -47,49.70712 -47,63	1	0	0	0	1578595093390	1578595095373	stroke
