iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	7575-2e626347-9102-499c-b69a-d4dceaaca64b	1578521931388	1	dining_01	M157,148c-20.12327,0 -38.76054,4.92959 -56,-8c-43.34089,-32.50567 14.40025,-89.8266 55,-79c24.71338,6.59023 62.97438,62.05123 50,88c-8.9831,17.9662 -124.28326,17.35837 -61,49c7.39422,3.69711 10.92885,4.87601 19,7c10.30441,2.71169 20.41461,4 31,4	1	0	0	0	1578521929303	1578521931353	stroke
testing	7575-2e626347-9102-499c-b69a-d4dceaaca64b	1578521933408	1	dining_01	M59,97c0,33 0,66 0,99c0,2.75929 -2.73538,27.26462 0,30c0.80398,0.80398 28.81265,-13.30005 31,-14c21.8288,-6.98522 45.19671,-8.32931 68,-9c21.61713,-0.6358 49.99176,-4.00275 71,3c0.29289,0.09763 1.19526,1.80474 2,1c4.45153,-4.45153 -2.78254,-40.77108 -3,-43c-1.18289,-12.12467 -9.30271,-95.69729 -2,-103	2	0	0	0	1578521932261	1578521933398	stroke
testing	7575-2e626347-9102-499c-b69a-d4dceaaca64b	1578521936576	1	dining_01	M226,61c-40.31632,0 -80.72388,0.96469 -121,-1c-13.33922,-0.65069 -29.94451,1.26387 -43,-2c-0.45733,-0.11433 -1,-1.4714 -1,-1c0,25.88019 11.08065,55.72586 14,82c0.88651,7.97863 1.466,15.99005 2,24c0.13304,1.99557 0,6 0,6c0,0 0.20693,-2.60346 1,-3c19.78937,-9.89469 41.09045,-10 63,-10c8.39923,0 19.38404,-1.80798 27,2c0.29814,0.14907 1.33333,0 1,0c-14.15762,0 -70.39991,-39.32313 -45,-53c4.09982,-2.20759 30.34898,0.81377 23,10c-1.95777,2.44721 -4.47926,2 -7,2c-10.09521,0 6.86414,-14.6019 13,-10c3.81165,2.85874 -0.05495,20.31502 2,21c5.63421,1.87807 34,2.77896 34,12	3	0	0	0	1578521934601	1578521936565	stroke
