iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884061232	1	deer_4	M169,125c1.71229,1.71229 -9.73405,-2.11384 -21,-10c-13.07882,-9.15518 -36.75651,-25.07766 -48,-5c-18.05023,32.23255 -21.8798,159 37,159	1	0	0	0	1580884060883	1580884061251	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884076363	2	bears_1	M82,131c-4.47581,0 -9.05815,-1 -14,-1c-1.87749,0 -2,5.06028 -2,7c0,9.08359 19,7 19,7c0,0 0,22.58226 0,22c0,-0.79566 4.38304,-12.23393 6,-9c0.89443,1.78885 4.58579,1.41421 6,0c0.66667,-0.66667 1.77134,-2.91466 2,-2c0.22034,0.88137 -0.03135,6.96865 1,8c1.70816,1.70816 3.91693,-2.63898 5,-3c5.05159,-1.68386 12.16773,0.45807 18,-1c1.63539,-0.40885 2.11975,0.7605 3,-1c2.31098,-4.62196 -8.44752,-29.30594 -14,-30c-12.48977,-1.56122 -25.35733,-2 -38,-2c-1.57991,0 -3,0.70575 -3,-1	1	0	0	0	1580884073661	1580884076358	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884090783	3	owls_8	M77,86c-1.99718,-1.99718 -4.29206,-18 -3,-18c1.66693,0 8.14394,9.85606 10,8c2.80806,-2.80806 -0.59122,-11.19707 6,-9c4.24264,1.41421 3.31672,15.57771 6,12c0.92457,-1.23276 5.62196,-16.37804 8,-14c2.04791,2.04791 -1.29097,35.54514 0,42c1.36721,6.83604 15.14429,26.85571 8,34c-2.13063,2.13063 -6,-15 -6,-15c0,0 0.05128,4.89744 0,5c-0.27002,0.54004 -17.245,-11.98 -18,-15c-1.54725,-6.18898 0.95564,-14.13308 -1,-20c-2.75379,-8.26136 -15.74517,-17.74517 -22,-24	1	0	3	0.67	1580884088046	1580884090786	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884092765	3	owls_8	M136,96c0,-1.22319 0,8.57773 0,11	2	0	3	0.67	1580884092648	1580884092795	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884093186	3	owls_8	M72,183c-5.26129,5.26129 -21.19221,2 -28,2	3	0	3	0.67	1580884093090	1580884093217	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884093659	3	owls_8	M84,257c0.74046,0.74046 25.92377,13.46189 29,15	4	0	3	0.67	1580884093527	1580884093687	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884094401	3	owls_8	M196,100c12.86364,6.43182 -3.51289,32.48711 6,42	5	0	3	0.67	1580884094268	1580884094432	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884094854	3	owls_8	M248,73c2.02451,0 1,27.86241 1,33	6	0	3	0.67	1580884094751	1580884094884	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884095258	3	owls_8	M250,157c0,14 0,28 0,42	7	0	3	0.67	1580884095116	1580884095287	stroke
testing	0894-58fe3627-f666-4ad2-be62-bfd3f3ac849a	1580884095725	3	owls_8	M253,259c0,17.66667 0,35.33333 0,53	8	0	3	0.67	1580884095592	1580884095755	stroke
