iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945927711	2	owls_2	M265,20c0,4.36495 0.49097,15 -4,15	6	0	3	0.2	1580945927210	1580945927704	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945940814	3	bears_4	M73,61c0,-13.11242 31.89272,-12.10728 42,-2c0.2357,0.2357 0.66667,0 1,0	1	0	6	0.6000000000000001	1580945940141	1580945940805	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945942063	3	bears_4	M227,44c0,-15.41209 43,-19.73748 43,-10	2	0	6	0.6000000000000001	1580945941529	1580945942055	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945943443	3	bears_4	M106,172c0,-9.10202 33.27212,-8.45576 37,-1c0.21082,0.42164 0.5286,1 1,1	3	0	6	0.6000000000000001	1580945942843	1580945943434	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945944740	3	bears_4	M163,128c8.00978,-4.00489 20.9794,-8.00687 30,-5c2.55921,0.85307 1.32731,6.32731 3,8	4	0	6	0.6000000000000001	1580945944191	1580945944730	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945948015	3	bears_4	M82,59c0,5.92403 -3,10.10125 -3,16	5	0	6	0.6000000000000001	1580945947781	1580945948007	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945948702	3	bears_4	M83,64c0,3.75858 3.42534,8.42534 6,11	6	0	6	0.6000000000000001	1580945948348	1580945948696	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945949515	3	bears_4	M108,62c0,3.90568 -6.40746,9.40746 -9,12	7	0	6	0.6000000000000001	1580945949078	1580945949507	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945950357	3	bears_4	M108,64c0,2.99838 6.80772,23 11,23	8	0	6	0.6000000000000001	1580945949971	1580945950350	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945961707	4	bears_7	M174,40c12.66667,0 25.33333,0 38,0	1	0	9	0.9300000000000002	1580945961523	1580945961695	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945963140	4	bears_7	M98,103c11.30232,0 25.64949,4 33,4	2	0	9	0.9300000000000002	1580945962689	1580945963132	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945964142	4	bears_7	M44,159c9,0 18,0 27,0	3	0	9	0.9300000000000002	1580945963895	1580945964136	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945964678	4	bears_7	M98,169c11.33333,0 22.66667,0 34,0	4	0	9	0.9300000000000002	1580945964496	1580945964671	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945965238	4	bears_7	M58,209c12.33333,0 24.66667,0 37,0	5	0	9	0.9300000000000002	1580945965055	1580945965231	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945965740	4	bears_7	M70,253c9.33333,0 18.66667,0 28,0	6	0	9	0.9300000000000002	1580945965566	1580945965733	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945966765	4	bears_7	M135,261c12.66667,0 25.33333,0 38,0	7	0	9	0.9300000000000002	1580945966503	1580945966759	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945968195	4	bears_7	M179,39c0,4.06727 -8.62009,22 -13,22	8	0	9	0.9300000000000002	1580945967920	1580945968186	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945969003	4	bears_7	M179,46c0,3.19614 3.39969,18 7,18	9	0	9	0.9300000000000002	1580945968726	1580945968997	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945969795	4	bears_7	M214,44c0,6.33714 -7,11.13106 -7,15	10	0	9	0.9300000000000002	1580945969534	1580945969784	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945970722	4	bears_7	M214,42c0,3.46735 4.57452,19 9,19	11	0	9	0.9300000000000002	1580945970289	1580945970716	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945989618	5	owls_5	M73,78c-9.98605,0 -14.92142,30.79817 -16,37c-6.07906,34.95458 -6.53317,87.22959 44,76c25.16916,-5.59315 33.67409,-54.7925 30,-75c-4.70733,-25.89032 -33.99967,-64.00033 -58,-40	1	0	12	1.2000000000000002	1580945988410	1580945989606	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945990475	5	owls_5	M73,76c-5.54304,-5.54304 -22,-21.57941 -22,-29	2	0	12	1.2000000000000002	1580945990067	1580945990470	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945991402	5	owls_5	M106,75c0,-10.01169 11.23126,-43 25,-43	3	0	12	1.2000000000000002	1580945990960	1580945991397	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945993053	5	owls_5	M97,96c-2.86294,0 -4.43304,-1 -7,-1	4	0	12	1.2000000000000002	1580945992531	1580945993048	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945995022	5	owls_5	M74,116c0,14.82271 36,19.20702 36,-1	5	0	12	1.2000000000000002	1580945994370	1580945995015	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945995778	5	owls_5	M165,112c-6.93653,0 -9.60847,18 -14,18	6	0	12	1.2000000000000002	1580945995464	1580945995774	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945996572	5	owls_5	M151,107c6.18378,6.18378 12.98208,10.98208 18,16	7	0	12	1.2000000000000002	1580945996200	1580945996567	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945998685	5	owls_5	M245,70c-2.22816,0 -40.37638,-0.62362 -41,0c-2.30229,2.30229 0,18.29934 0,21c0,1.41755 -1.43161,13.56839 0,15c4.83223,4.83223 44.20669,-14.82676 36,18c-3.7321,14.92842 -37.37406,24.94656 -51,23c-1.5903,-0.22719 -4,-0.54738 -4,-2	8	0	12	1.2000000000000002	1580945997383	1580945998676	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946000046	5	owls_5	M75,189c-9.09456,0 -39,-0.50258 -39,14	9	0	12	1.2000000000000002	1580945999785	1580946000042	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946001164	5	owls_5	M94,190c-12.54618,0 -10,17.29998 -10,25	10	0	12	1.2000000000000002	1580946000816	1580946001159	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946017622	6	deer_8	M176,251c0,12.9989 -23.48101,9.75614 -32,7c-7.64204,-2.47242 -26.57863,-24.1543 -29,-28c-38.93609,-61.83967 -30.74662,-145.30847 15,-201c9.12306,-11.10633 47.49495,-37.92242 64,-30c14.46554,6.94346 22.93732,30.12446 27,42c15.36477,44.91241 44.28845,221.71474 -50,206c-15.0243,-2.50405 -29.53212,-9.25061 -42,-18c-23.45993,-16.46311 -40.00327,-81.99607 -20,-106c12.34507,-14.81408 62.54469,-23.71935 78,-9c8.7557,8.33876 11.54033,37.47271 12,44c4.26092,60.50511 -31.61639,113.60784 -81,148c-35.7868,24.92295 -107.60825,38.8055 -147,18c-47.5736,-25.1269 -101.47524,-160.66175 -84,-216c7.30552,-23.13415 35.82684,-18.80033 52,-19c44.08822,-0.5443 71.45329,6.65077 109,29c3.09106,1.83992 34.48839,21.51518 28,30c-22.70788,29.69493 -104.77505,38 -140,38c-0.3842,0 -41.58415,4.67749 -36,-15c6.18808,-21.80563 17.38674,-42.67284 32,-60c36.42333,-43.18766 196.88501,-69.49989 254,-53c55.71068,16.0942 90.04533,44.45024 99,103c1.86527,12.19602 4.91682,26.17348 -1,37c-42.94402,78.57841 -165.67207,86.32793 -227,25c-34.3347,-34.3347 -35.13607,-72.5648 -39,-117c-0.8663,-9.96241 -2.59973,-20.34384 0,-30c4.18928,-15.56018 35.31091,-46.11841 55,-31c44.07612,33.84417 93.29592,178.10915 38,220c-4.64021,3.51531 -11.18925,3.64783 -17,4c-36.88807,2.23564 -20.12492,-63.82825 -10,-80c36.99588,-59.09064 67.38188,-89.78266 132,-103c12.56346,-2.5698 27.65899,-13.5834 38,-6c13.4276,9.8469 -17.38442,48.2056 -42,66c-25.79666,18.64819 -56.26977,36.63546 -90,30c-31.15178,-6.12822 -29.90642,-58.49449 -18,-79c7.82573,-13.47764 18.71128,-25.4148 31,-35c5.10332,-3.98059 12.5634,-3.32246 19,-4c30.86513,-3.24896 39.70239,18.7871 43,47c6.08872,52.0924 2.52381,132.97424 -56,156c-12.11325,4.76587 -25.82695,13.611 -38,9c-63.22708,-23.94965 -36.76735,-179.46022 51,-181c32.72473,-0.57412 28.62618,19.8766 31,51c1.85056,24.26286 2.29868,48.77548 0,73c-3.62798,38.23332 -34.86443,162.94577 -80,181c-6.56532,2.62613 -13.44781,-8.1014 -15,-15c-4.76116,-21.16071 -4.03991,-43.33521 -3,-65c2.14184,-44.62173 13.70779,-111.70232 65,-127c10.26656,-3.06196 22.4891,-7.93158 32,-3c53.30394,27.63908 33.98458,198.13019 -59,158c-75.07969,-32.40281 -103.47377,-187.91602 -79,-258c8.75299,-25.06539 22.02829,-48.79167 38,-70c5.11242,-6.78862 14.80918,-8.73445 23,-11c47.74055,-13.20483 72.1953,47.81644 61,87c-6.65494,23.29229 -40,16.83056 -40,-6	1	0	15	1.33	1580946015054	1580946017600	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946018857	6	deer_8	M150,101c0.33333,0 1.2357,0.2357 1,0c-5.42547,-5.42547 -11.57453,-10.57453 -17,-16c-6.74683,-6.74683 -29,-21.45935 -29,-33	2	0	15	1.33	1580946018513	1580946018851	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946019301	6	deer_8	M112,55c-1,0.66667 -2.09552,1.20858 -3,2c-2.95806,2.5883 -56.83056,43.61019 -34,36	3	0	15	1.33	1580946019055	1580946019297	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946019755	6	deer_8	M132,69c-12.73147,0 -24.25395,24 -37,24	4	0	15	1.33	1580946019550	1580946019750	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946020482	6	deer_8	M187,108c4.65625,-27.9375 32.50003,-52.50003 52,-72	5	0	15	1.33	1580946020108	1580946020478	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946021042	6	deer_8	M209,62c19.66667,0 39.33333,0 59,0	6	0	15	1.33	1580946020806	1580946021037	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946021861	6	deer_8	M240,43c-2.13833,0 4.99127,-0.71179 6,-1c5.55271,-1.58649 10.27778,-3 16,-3	7	0	15	1.33	1580946021445	1580946021857	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946022501	6	deer_8	M232,40c-6.42147,-9.6322 -21,-28.58063 -21,-40	8	0	15	1.33	1580946022256	1580946022498	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946023037	6	deer_8	M219,59c-9.92777,0 -31.07992,1.92008 -39,-6	9	0	15	1.33	1580946022823	1580946023032	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946023850	6	deer_8	M121,78c0,-7.1235 10.03832,-43 19,-43	10	0	15	1.33	1580946023583	1580946023845	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580946024574	6	deer_8	M104,57c0,3.68179 -0.27794,-7.38971 -1,-11c-2.04481,-10.22405 -7.19379,-29.19379 -15,-37	11	0	15	1.33	1580946024254	1580946024570	stroke
