iterationName	gameid	time	trialNum	intendedName	svgData	currStrokeNum	shiftKeyUsed	previous_score	previous_bonus_score	startStrokeTime	endStrokeTime	eventType
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945895881	1	deer_6	M50,73c8.33333,0 16.66667,0 25,0	1	0	0	0	1580945895603	1580945895867	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945896560	1	deer_6	M78,106c9.66667,0 19.33333,0 29,0	2	0	0	0	1580945896292	1580945896549	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945897424	1	deer_6	M87,167c8.66667,0 17.33333,0 26,0	3	0	0	0	1580945897192	1580945897415	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945898157	1	deer_6	M92,225c10.33333,0 20.66667,0 31,0	4	0	0	0	1580945897923	1580945898148	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945899080	1	deer_6	M172,177c22.66667,0 45.33333,0 68,0	5	0	0	0	1580945898838	1580945899070	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945899824	1	deer_6	M186,84c12.66667,0 25.33333,0 38,0	6	0	0	0	1580945899576	1580945899815	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945900637	1	deer_6	M207,57c2.13501,0 9,7.76018 9,9	7	0	0	0	1580945900353	1580945900628	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945901438	1	deer_6	M225,68c0,-3.40159 7.58614,-14 10,-14	8	0	0	0	1580945901083	1580945901429	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945902731	1	deer_6	M222,148c0,5.24617 3,10.14484 3,15	9	0	0	0	1580945902504	1580945902719	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945903439	1	deer_6	M245,156c0,5.71636 -7.79102,19.79102 -12,24	10	0	0	0	1580945903104	1580945903426	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945920836	2	owls_2	M206,48c-6.69671,0 -10.56762,44.52254 9,38c4.39239,-1.46413 15.74983,-47 -3,-47	1	0	3	0.2	1580945919906	1580945920819	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945922562	2	owls_2	M250,33c-2.49645,2.49645 -2,10.61589 -2,14c0,5 0,10 0,15c0,27.58708 44.28273,-33 7,-33	2	0	3	0.2	1580945921601	1580945922545	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945924460	2	owls_2	M188,42c3.67614,0 6.76549,1 10,1	3	0	3	0.2	1580945924103	1580945924453	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945925245	2	owls_2	M220,33c0,2.36923 0.96286,12 -2,12	4	0	3	0.2	1580945924950	1580945925237	stroke
testing	1915-141193ab-9761-40b8-aabc-0b1fbd4cb352	1580945926641	2	owls_2	M243,22c0,3.30416 4,6.17727 4,10	5	0	3	0.2	1580945926222	1580945926634	stroke
